"name:ca"	"regio"	"comarca"	"municipi"	"osm_type"	"osm_id"	"name"	"wikidata"	"wikipedia"	"place"	"capital"	"admin_level"	"ref:idescat"	"ref:ine"
"Sarroca"	"Principat"	"Pallars Sobirà"	"Baix Pallars"	"node"	"3429299545"	"Sarroca"	"Q11947791"	"ca:Sarroca (Baén)"	"isolated_dwelling"			"2503900023499"	"25039002399"
"Sellui"	"Principat"	"Pallars Sobirà"	"Baix Pallars"	"node"	"305384595"	"Sellui"	"Q17184281"	"ca:Sellui"	"hamlet"			"2503900017399"	"25039001799"
"Useu"	"Principat"	"Pallars Sobirà"	"Baix Pallars"	"node"	"1501345209"	"Useu"	"Q11954121"	"en:Useu"	"hamlet"			"2503900018901"	"25039001801"
"Vilesa"	"Principat"	"Pallars Sobirà"	"Baix Pallars"	"node"	"1241646300"	"Vilesa"	"Q126616348"		"locality"			"2503900024999"	"25039002499"
"Berrader"	"Principat"	"Pallars Sobirà"	"Espot"	"node"	"12526275128"	"Berrader"	"Q11909211"	"ca:Berrader"	"hamlet"			"2508270003899"	"25082000399"
"Estaís"	"Principat"	"Pallars Sobirà"	"Espot"	"node"	"3404990335"	"Estaís"	"Q17182062"	"ca:Estaís"	"hamlet"			"2508270002299"	"25082000299"
"Super Espot"	"Principat"	"Pallars Sobirà"	"Espot"	"node"	"12526275127"	"Super Espot"	"Q126616349"	"ca:Super Espot"	"neighbourhood"			"2508270004399"	"25082000499"
"Arrós"	"Principat"	"Pallars Sobirà"	"Esterri de Cardós"	"node"	"1903082545"	"Arrós"	"Q11906690"	"ca:Arrós de Cardós"	"hamlet"			"2508700001701"	"25087000101"
"Benante"	"Principat"	"Pallars Sobirà"	"Esterri de Cardós"	"node"	"1903082546"	"Benante"	"Q11908960"	"ca:Benante"	"hamlet"			"2508700002299"	"25087000299"
"Ginestarre"	"Principat"	"Pallars Sobirà"	"Esterri de Cardós"	"node"	"3761268342"	"Ginestarre"	"Q11924241"	"ca:Ginestarre"	"hamlet"			"2508700004301"	"25087000401"
"Alendo"	"Principat"	"Pallars Sobirà"	"Farrera"	"node"	"2383123332"	"Alendo"	"Q11904878"	"ca:Alendo"	"hamlet"			"2508990001799"	"25089000199"
"Farrera"	"Principat"	"Pallars Sobirà"	"Farrera"	"node"	"305513739"	"Farrera"	"Q24013021"		"village"	"8"		"2508990003801"	"25089000301"
"Glorieta de Montesclado"	"Principat"	"Pallars Sobirà"	"Farrera"	"node"	"2151593604"	"Glorieta de Montesclado"	"Q17182087"	"ca:Glorieta (Farrera)"	"hamlet"			"2508990004399"	"25089000499"
"Mallolís"	"Principat"	"Pallars Sobirà"	"Farrera"	"node"	"2383123324"	"Mallolís"	"Q11934742"	"ca:Mallolís"	"hamlet"			"2508990005601"	"25089000501"
"Montesclado"	"Principat"	"Pallars Sobirà"	"Farrera"	"node"	"388299507"	"Montesclado"	"Q11937440"	"ca:Montesclado"	"hamlet"			"2508990006901"	"25089000601"
"Berrós Jussà"	"Principat"	"Pallars Sobirà"	"la Guingueta d'Àneu"	"node"	"485545183"	"Berrós Jussà"	"Q10969711"	"ca:Berrós Jussà"	"hamlet"			"2590310001701"	"25903000101"
"Berrós Sobirà"	"Principat"	"Pallars Sobirà"	"la Guingueta d'Àneu"	"node"	"485545182"	"Berrós Sobirà"	"Q11909207"	"ca:Berrós Sobirà"	"hamlet"			"2590310014199"	"25903001499"
"Burgo"	"Principat"	"Pallars Sobirà"	"la Guingueta d'Àneu"	"node"	"311581520"	"Burgo"	"Q11910185"	"ca:Burgo"	"hamlet"			"2590310002299"	"25903000299"
"Cerbi"	"Principat"	"Pallars Sobirà"	"la Guingueta d'Àneu"	"node"	"1850434607"	"Cerbi"	"Q1054698"	"ca:Cerbi"	"hamlet"			"2590310012001"	"25903001201"
"Dorve"	"Principat"	"Pallars Sobirà"	"la Guingueta d'Àneu"	"node"	"9703679183"	"Dorve"	"Q11917715"	"ca:Dorve"	"hamlet"			"2590310003899"	"25903000399"
"Escalarre"	"Principat"	"Pallars Sobirà"	"la Guingueta d'Àneu"	"node"	"2089830891"	"Escalarre"	"Q11919701"	"ca:Escalarre"	"hamlet"			"2590310004301"	"25903000401"
"Escaló"	"Principat"	"Pallars Sobirà"	"la Guingueta d'Àneu"	"node"	"280709895"	"Escaló"	"Q11919707"	"ca:Escaló"	"hamlet"			"2590310005601"	"25903000501"
"Escart"	"Principat"	"Pallars Sobirà"	"la Guingueta d'Àneu"	"node"	"485541656"	"Escart"	"Q11919723"	"ca:Escart"	"hamlet"			"2590310006901"	"25903000601"
"Estaron"	"Principat"	"Pallars Sobirà"	"la Guingueta d'Àneu"	"node"	"485545877"	"Estaron"	"Q11920929"	"ca:Estaron"	"hamlet"			"2590310007501"	"25903000701"
"Gavàs"	"Principat"	"Pallars Sobirà"	"la Guingueta d'Àneu"	"node"	"1850434129"	"Gavàs"	"Q17182084"	"ca:Gavàs"	"hamlet"			"2590310008101"	"25903000801"
"Jou"	"Principat"	"Pallars Sobirà"	"la Guingueta d'Àneu"	"node"	"311576944"	"Jou"	"Q17181935"	"ca:Jou (la Guingueta d'Àneu)"	"hamlet"			"2590310010801"	"25903001001"
"Llavorre"	"Principat"	"Pallars Sobirà"	"la Guingueta d'Àneu"	"node"	"311581524"	"Llavorre"	"Q17182142"	"ca:Llavorre"	"hamlet"			"2590310011599"	"25903001199"
"Unarre"	"Principat"	"Pallars Sobirà"	"la Guingueta d'Àneu"	"node"	"311581516"	"Unarre"	"Q17181938"	"ca:Unarre"	"hamlet"			"2590310013601"	"25903001301"
"Aineto"	"Principat"	"Pallars Sobirà"	"Lladorre"	"node"	"305374024"	"Aineto"	"Q11904521"	"ca:Aineto"	"hamlet"			"2512350001701"	"25123000101"
"Boldís Jussà"	"Principat"	"Pallars Sobirà"	"Lladorre"	"node"	"4327941528"	"Boldís Jussà"	"Q11909580"	"ca:Boldís Jussà"	"hamlet"			"2512350002201"	"25123000201"
"Boldís Sobirà"	"Principat"	"Pallars Sobirà"	"Lladorre"	"node"	"1367659348"	"Boldís Sobirà"	"Q17181968"	"ca:Boldís Sobirà"	"hamlet"			"2512350003801"	"25123000301"
"Graus"	"Principat"	"Pallars Sobirà"	"Lladorre"	"node"	"4328124032"	"Graus"	"Q11924674"	"ca:Graus (Tavascan)"	"hamlet"			"2512350007599"	"25123000799"
"Lleret"	"Principat"	"Pallars Sobirà"	"Lladorre"	"node"	"1367659313"	"Lleret"	"Q11932258"	"ca:Lleret"	"hamlet"			"2512350005601"	"25123000501"
"Quanca"	"Principat"	"Pallars Sobirà"	"Lladorre"	"node"	"1997384874"	"Quanca"	"Q11944178"	"ca:Quanca"	"hamlet"			"2512350008199"	"25123000899"
"Tavascan"	"Principat"	"Pallars Sobirà"	"Lladorre"	"node"	"2064391146"	"Tavascan"	"Q18600649"	"ca:Tavascan"	"hamlet"			"2512350006901"	"25123000601"
"Aidí"	"Principat"	"Pallars Sobirà"	"Llavorsí"	"node"	"485547719"	"Aidí"	"Q17181939"	"ca:Aidí"	"hamlet"			"2512660001701"	"25126000101"
"Arestui"	"Principat"	"Pallars Sobirà"	"Llavorsí"	"node"	"2361821231"	"Arestui"	"Q8203983"	"ca:Arestui"	"hamlet"			"2512660002201"	"25126000201"
"Baiasca"	"Principat"	"Pallars Sobirà"	"Llavorsí"	"node"	"2361821238"	"Baiasca"	"Q17181951"	"ca:Baiasca"	"hamlet"			"2512660003801"	"25126000301"
"Montenartró"	"Principat"	"Pallars Sobirà"	"Llavorsí"	"node"	"2157954168"	"Montenartró"	"Q11937433"	"ca:Montenartró"	"hamlet"			"2512660005601"	"25126000501"
"Romadriu"	"Principat"	"Pallars Sobirà"	"Llavorsí"	"node"	"2157954461"	"Romadriu"	"Q11946167"	"ca:Romadriu"	"hamlet"			"2512660006999"	"25126000699"
"Sant Romà de Tavèrnoles"	"Principat"	"Pallars Sobirà"	"Llavorsí"	"node"	"3459258893"	"Sant Romà de Tavèrnoles"	"Q17184267"	"ca:Sant Romà de Tavèrnoles"	"isolated_dwelling"			"2512660007599"	"25126000799"
"Beraní"	"Principat"	"Pallars Sobirà"	"Rialb"	"node"	"311558494"	"Beraní"	"Q11909034"	"ca:Beraní"	"hamlet"			"2518320001799"	"25183000199"
"Caregue"	"Principat"	"Pallars Sobirà"	"Rialb"	"node"	"3016534701"	"Caregue"	"Q11912303"	"ca:Caregue"	"hamlet"			"2518320002201"	"25183000201"
"Escàs"	"Principat"	"Pallars Sobirà"	"Rialb"	"node"	"3016755529"	"Escàs"	"Q17601646"	"ca:Escàs"	"hamlet"			"2518320003801"	"25183000301"
"Rodés"	"Principat"	"Pallars Sobirà"	"Rialb"	"node"	"311562876"	"Rodés"	"Q11946144"	"ca:Rodés (Rialb)"	"hamlet"			"2518320005601"	"25183000501"
"Roní"	"Principat"	"Pallars Sobirà"	"Rialb"	"node"	"4356249510"	"Roní"	"Q17184222"	"ca:Roní"	"hamlet"			"2518320006901"	"25183000601"
"Surp"	"Principat"	"Pallars Sobirà"	"Rialb"	"node"	"311562878"	"Surp"	"Q580338"	"ca:Surp"	"hamlet"			"2518320007501"	"25183000701"
"Arcalís"	"Principat"	"Pallars Sobirà"	"Soriguera"	"node"	"306444168"	"Arcalís"	"Q11906400"	"ca:Arcalís"	"hamlet"			"2520810001701"	"25208000101"
"Baro"	"Principat"	"Pallars Sobirà"	"Soriguera"	"node"	"276235980"	"Baro"	"Q11908212"	"ca:Baro"	"hamlet"			"2520810002201"	"25208000201"
"Embonui"	"Principat"	"Pallars Sobirà"	"Soriguera"	"node"	"1517591612"	"Embonui"	"Q17182049"	"ca:Embonui"	"hamlet"			"2520810003899"	"25208000399"
"Escós"	"Principat"	"Pallars Sobirà"	"Soriguera"	"node"	"5829857778"	"Escós"	"Q17182054"	"ca:Escós"	"hamlet"			"2520810004301"	"25208000401"
"Estac"	"Principat"	"Pallars Sobirà"	"Soriguera"	"node"	"2364152384"	"Estac"	"Q11920747"	"ca:Estac"	"hamlet"			"2520810005601"	"25208000501"
"Freixa"	"Principat"	"Pallars Sobirà"	"Soriguera"	"node"	"305618064"	"Freixa"	"Q11923087"	"ca:Freixa (Soriguera)"	"hamlet"			"2520810015499"	"25208001599"
"Llagunes"	"Principat"	"Pallars Sobirà"	"Soriguera"	"node"	"305623604"	"Llagunes"	"Q17182133"	"ca:Llagunes (Soriguera)"	"hamlet"			"2520810006901"	"25208000601"
"Llavaners"	"Principat"	"Pallars Sobirà"	"Soriguera"	"node"	"1241608763"	"Llavaners"	"Q11932178"	"ca:Llavaners"	"locality"			"2520810016799"	"25208001699"
"Malmercat"	"Principat"	"Pallars Sobirà"	"Soriguera"	"node"	"305411569"	"Malmercat"	"Q17182164"	"ca:Malmercat"	"hamlet"			"2520810007501"	"25208000701"
"Mencui"	"Principat"	"Pallars Sobirà"	"Soriguera"	"node"	"5829857753"	"Mencui"	"Q1420887"	"ca:Mencui"	"hamlet"			"2520810008199"	"25208000899"
"Puigforniu"	"Principat"	"Pallars Sobirà"	"Soriguera"	"node"	"305495164"	"Puigforniu"	"Q11943318"	"ca:Puiforniu (Soriguera)"	"hamlet"			"2520810009499"	"25208000999"
"Rubió"	"Principat"	"Pallars Sobirà"	"Soriguera"	"node"	"305622653"	"Rubió"	"Q11946374"	"ca:Rubió (Soriguera)"	"hamlet"			"2520810010899"	"25208001099"
"Savarneda"	"Principat"	"Pallars Sobirà"	"Soriguera"	"node"	"5467747960"	"Savarneda"	"Q11947877"	"ca:Saverneda"	"hamlet"			"2520810014199"	"25208001499"
"Soriguera"	"Principat"	"Pallars Sobirà"	"Soriguera"	"node"	"305495552"	"Soriguera"	"Q126616357"		"hamlet"			"2520810011599"	"25208001199"
"Tornafort"	"Principat"	"Pallars Sobirà"	"Soriguera"	"node"	"305411315"	"Tornafort"	"Q11704592"	"ca:Tornafort"	"hamlet"			"2520810012001"	"25208001201"
"Altron"	"Principat"	"Pallars Sobirà"	"Sort"	"node"	"3018584677"	"Altron"	"Q11905175"	"ca:Altron"	"hamlet"			"2520940001701"	"25209000101"
"Bernui"	"Principat"	"Pallars Sobirà"	"Sort"	"node"	"3014699163"	"Bernui"	"Q11909206"	"ca:Bernui"	"hamlet"			"2520940003801"	"25209000301"
"Bressui"	"Principat"	"Pallars Sobirà"	"Sort"	"node"	"311552761"	"Bressui"	"Q11909965"	"ca:Bressui"	"hamlet"			"2520940004301"	"25209000401"
"Castellviny"	"Principat"	"Pallars Sobirà"	"Sort"	"node"	"6239966897"	"Castellviny"	"Q11913203"	"ca:Castellviny"	"hamlet"			"2520940016799"	"25209001699"
"Enviny"	"Principat"	"Pallars Sobirà"	"Sort"	"node"	"311552408"	"Enviny"	"Q574805"	"ca:Enviny"	"hamlet"			"2520940005601"	"25209000501"
"la Bastida"	"Principat"	"Pallars Sobirà"	"Sort"	"node"	"280257757"	"la Bastida"	"Q11930279"	"ca:La Bastida de Sort"	"hamlet"			"2520940002201"	"25209000201"
"Llarvén"	"Principat"	"Pallars Sobirà"	"Sort"	"node"	"311552409"	"Llarvén"	"Q11932070"	"ca:Llarvén"	"hamlet"			"2520940006901"	"25209000601"
"Llessui"	"Principat"	"Pallars Sobirà"	"Sort"	"node"	"3012611756"	"Llessui"	"Q11232634"	"ca:Llessui"	"hamlet"			"2520940007501"	"25209000701"
"Montardit de Baix"	"Principat"	"Pallars Sobirà"	"Sort"	"node"	"276236132"	"Montardit de Baix"	"Q11937405"	"ca:Montardit de Baix"	"hamlet"			"2520940012001"	"25209001201"
"Montardit de Dalt"	"Principat"	"Pallars Sobirà"	"Sort"	"node"	"311552589"	"Montardit de Dalt"	"Q11937403"	"ca:Montardit de Dalt"	"hamlet"			"2520940008101"	"25209000801"
"Olp"	"Principat"	"Pallars Sobirà"	"Sort"	"node"	"4581215326"	"Olp"	"Q7088535"	"ca:Olp"	"hamlet"			"2520940009401"	"25209000901"
"Pujalt"	"Principat"	"Pallars Sobirà"	"Sort"	"node"	"311544921"	"Pujalt"	"Q17184161"	"ca:Pujalt (Enviny)"	"hamlet"			"2520940011501"	"25209001101"
"Seurí"	"Principat"	"Pallars Sobirà"	"Sort"	"node"	"311569907"	"Seurí"	"Q11947866"	"ca:Saurí"	"hamlet"			"2520940013601"	"25209001301"
"Sorre"	"Principat"	"Pallars Sobirà"	"Sort"	"node"	"3014798710"	"Sorre"	"Q11950223"	"ca:Sorre"	"hamlet"			"2520940014101"	"25209001401"
"la Bana"	"Principat"	"Pallars Sobirà"	"Tírvia"	"node"	"2464077544"	"la Bana"	"Q11930260"	"ca:La Bana"	"isolated_dwelling"			"2522130003899"	"25221000399"
"Terveu"	"Principat"	"Pallars Sobirà"	"Tírvia"	"node"	"2464077603"	"Terveu"	"Q17184303"	"ca:Terveu"	"hamlet"			"2522130004301"	"25221000401"
"Ainet de Cardós"	"Principat"	"Pallars Sobirà"	"Vall de Cardós"	"node"	"1903082542"	"Ainet de Cardós"	"Q17181940"	"ca:Ainet de Cardós"	"hamlet"			"2590100001701"	"25901000101"
"Anàs"	"Principat"	"Pallars Sobirà"	"Vall de Cardós"	"node"	"2351504762"	"Anàs"	"Q11906164"	"ca:Anàs"	"hamlet"			"2590100002201"	"25901000201"
"Bonestarre"	"Principat"	"Pallars Sobirà"	"Vall de Cardós"	"node"	"2351504668"	"Bonestarre"	"Q11909632"	"ca:Bonestarre"	"hamlet"			"2590100003801"	"25901000301"
"Cassibrós"	"Principat"	"Pallars Sobirà"	"Vall de Cardós"	"node"	"1903082549"	"Cassibrós"	"Q11912961"	"ca:Cassibrós"	"hamlet"			"2590100004301"	"25901000401"
"Estaon"	"Principat"	"Pallars Sobirà"	"Vall de Cardós"	"node"	"1366867807"	"Estaon"	"Q11920932"	"ca:Estaon"	"hamlet"			"2590100005601"	"25901000501"
"Lladrós"	"Principat"	"Pallars Sobirà"	"Vall de Cardós"	"node"	"1903082560"	"Lladrós"	"Q11932052"	"ca:Lladrós"	"hamlet"			"2590100006901"	"25901000601"
"Surri"	"Principat"	"Pallars Sobirà"	"Vall de Cardós"	"node"	"2351504651"	"Surri"	"Q11950560"	"ca:Surri"	"hamlet"			"2590100008101"	"25901000801"
"Aguilella"	"Principat"	"Pla d'Urgell"	"Barbens"	"node"	"2312440406"	"Aguilella"	"Q11904348"	"ca:Aguilella"	"isolated_dwelling"			"2504110003899"	"25041000399"
"el Bullidor"	"Principat"	"Pla d'Urgell"	"Barbens"	"node"	"2120730049"	"el Bullidor"	"Q17301801"	"ca:El Bullidor"	"hamlet"			"2504110002299"	"25041000299"
"els Arcs"	"Principat"	"Pla d'Urgell"	"Bellvís"	"node"	"1997026815"	"els Arcs"	"Q11918917"	"ca:Els Arcs (Bellvís)"	"hamlet"			"2505230001701"	"25052000101"
"el Codís"	"Principat"	"Pla d'Urgell"	"Golmés"	"node"	"12518142255"	"el Codís"	"Q67148595"		"neighbourhood"			"2509970002204"	"25099000204"
"els Merlets"	"Principat"	"Pla d'Urgell"	"Golmés"	"node"	"12518142256"	"els Merlets"	"Q67148592"		"neighbourhood"			"2509970002208"	"25099000208"
"les Colònies"	"Principat"	"Pla d'Urgell"	"Golmés"	"node"	"12518142257"	"les Colònies"	"Q127509626"		"neighbourhood"			"2509970002206"	"25099000206"
"la Cendrosa"	"Principat"	"Pla d'Urgell"	"Ivars d'Urgell"	"node"	"2706925784"	"la Cendrosa"	"Q67148678"		"isolated_dwelling"			"2511370001799"	"25113000199"
"Montalé"	"Principat"	"Pla d'Urgell"	"Ivars d'Urgell"	"node"	"2318481358"	"Montalé"	"Q18004938"	"ca:Montalé"	"isolated_dwelling"			"2511370003899"	"25113000399"
"Vallverd"	"Principat"	"Pla d'Urgell"	"Ivars d'Urgell"	"node"	"2120838721"	"Vallverd"	"Q11954306"	"ca:Vallverd (Ivars d'Urgell)"	"hamlet"			"2511370004301"	"25113000401"
"Parc Industrial"	"Principat"	"Pla d'Urgell"	"Vila-sana"	"node"	"12518249679"	"Parc Industrial"	"Q126598728"		"neighbourhood"			"2525210001702"	"25252000102"
"els Pins"	"Principat"	"Pla de l'Estany"	"Banyoles"	"node"	"12998802259"	"els Pins"	"Q126454788"		"neighbourhood"			"1701570006901"	"17015000601"
"Lió"	"Principat"	"Pla de l'Estany"	"Banyoles"	"node"	"3663596289"	"Lió"	"Q11932038"		"neighbourhood"			"1701570003899"	"17015000399"
"Mas Usall"	"Principat"	"Pla de l'Estany"	"Banyoles"	"node"	"3663596290"	"Mas Usall"	"Q11918376"		"hamlet"			"1701570004399"	"17015000499"
"Puigpalter de Baix"	"Principat"	"Pla de l'Estany"	"Banyoles"	"node"	"4199073792"	"Puigpalter de Baix"	"Q65207055"		"hamlet"			"1701570009401"	"17015000901"
"Puigpalter de Dalt"	"Principat"	"Pla de l'Estany"	"Banyoles"	"node"	"4199073793"	"Puigpalter de Dalt"	"Q66987618"		"hamlet"			"1701570011501"	"17015001101"
"Veïnat del Mas Riera"	"Principat"	"Pla de l'Estany"	"Banyoles"	"node"	"12998802253"	"Veïnat del Mas Riera"	"Q17182222"		"neighbourhood"			"1701570010899"	"17015001099"
"la Bòbila"	"Principat"	"Pla de l'Estany"	"Camós"	"node"	"12998802249"	"la Bòbila"	"Q127509561"		"neighbourhood"			"1703530001702"	"17035000102"
"Passatge Ramió"	"Principat"	"Pla de l'Estany"	"Camós"	"node"	"12998802251"	"Passatge Ramió"	"Q127509562"		"neighbourhood"			"1703530001703"	"17035000103"
"Pla de Can Vilarnau"	"Principat"	"Pla de l'Estany"	"Camós"	"node"	"12998802250"	"Pla de Can Vilarnau"	"Q127509563"		"neighbourhood"			"1703530001704"	"17035000104"
"Santa Maria de Camós"	"Principat"	"Pla de l'Estany"	"Camós"	"node"	"7335558740"	"Santa Maria de Camós"	"Q11947586"		"hamlet"			"1703530002299"	"17035000299"
"Borgonyà"	"Principat"	"Pla de l'Estany"	"Cornellà del Terri"	"node"	"3663525747"	"Borgonyà"	"Q20103885"		"hamlet"			"1705610001701"	"17056000101"
"Corts"	"Principat"	"Pla de l'Estany"	"Cornellà del Terri"	"node"	"2292348728"	"Corts"	"Q21082032"		"hamlet"			"1705610003801"	"17056000301"
"Mas Rufí"	"Principat"	"Pla de l'Estany"	"Cornellà del Terri"	"node"	"13001244216"	"Mas Rufí"	"Q127509564"		"neighbourhood"			"1705610001702"	"17056000102"
"Pont-xetmar"	"Principat"	"Pla de l'Estany"	"Cornellà del Terri"	"node"	"3663525748"	"Pont-xetmar"	"Q22328832"		"neighbourhood"			"1705610011501"	"17056001101"
"Pujals dels Cavallers"	"Principat"	"Pla de l'Estany"	"Cornellà del Terri"	"node"	"936738814"	"Pujals dels Cavallers"	"Q21282605"		"hamlet"			"1705610006999"	"17056000699"
"Pujals dels Pagesos"	"Principat"	"Pla de l'Estany"	"Cornellà del Terri"	"node"	"3663591100"	"Pujals dels Pagesos"	"Q21282607"		"hamlet"			"1705610005699"	"17056000599"
"Ravós del Terri"	"Principat"	"Pla de l'Estany"	"Cornellà del Terri"	"node"	"3663536125"	"Ravós del Terri"	"Q21086133"		"hamlet"			"1705610007599"	"17056000799"
"Sant Andreu del Terri"	"Principat"	"Pla de l'Estany"	"Cornellà del Terri"	"node"	"4184082861"	"Sant Andreu del Terri"	"Q11946913"		"hamlet"			"1705610008199"	"17056000899"
"Santa Llogaia del Terri"	"Principat"	"Pla de l'Estany"	"Cornellà del Terri"	"node"	"3663536126"	"Santa Llogaia del Terri"	"Q21282610"		"hamlet"			"1705610009499"	"17056000999"
"Sords"	"Principat"	"Pla de l'Estany"	"Cornellà del Terri"	"node"	"3663536127"	"Sords"	"Q18008226"		"hamlet"			"1705610010899"	"17056001099"
"el Portell"	"Principat"	"Pla de l'Estany"	"Crespià"	"node"	"13001244226"	"el Portell"	"Q66988127"		"hamlet"			"1705830005699"	"17058000599"
"Llavanera"	"Principat"	"Pla de l'Estany"	"Crespià"	"node"	"13001244224"	"Llavanera"	"Q123783412"		"hamlet"			"1705830002299"	"17058000299"
"Pedrinyà"	"Principat"	"Pla de l'Estany"	"Crespià"	"node"	"4211425913"	"Pedrinyà"	"Q20106043"	"ca:Pedrinyà (Crespià)"	"hamlet"			"1705830003899"	"17058000399"
"Pompià"	"Principat"	"Pla de l'Estany"	"Crespià"	"node"	"13001244225"	"Pompià"	"Q21097682"		"hamlet"			"1705830004399"	"17058000499"
"Centenys"	"Principat"	"Pla de l'Estany"	"Esponellà"	"node"	"219185941"	"Centenys"	"Q20104770"		"hamlet"			"1706560008101"	"17065000801"
"les Anglades"	"Principat"	"Pla de l'Estany"	"Esponellà"	"node"	"570046579"	"les Anglades"	"Q11931475"		"hamlet"			"1706560001799"	"17065000199"
"Veïnat de Batllori"	"Principat"	"Pla de l'Estany"	"Esponellà"	"node"	"13001244219"	"Veïnat de Batllori"	"Q67148426"		"hamlet"			"1706560002299"	"17065000299"
"Veïnat de Borrell"	"Principat"	"Pla de l'Estany"	"Esponellà"	"node"	"13001244217"	"Veïnat de Borrell"	"Q67148423"		"neighbourhood"			"1706560003899"	"17065000399"
"Veïnat de Brunsó"	"Principat"	"Pla de l'Estany"	"Esponellà"	"node"	"13001244218"	"Veïnat de Brunsó"	"Q67148421"		"hamlet"			"1706560004399"	"17065000499"
"Veïnat de les Caselles"	"Principat"	"Pla de l'Estany"	"Esponellà"	"node"	"13001244223"	"Veïnat de les Caselles"	"Q67148419"		"hamlet"			"1706560005699"	"17065000599"
"Veïnat de Martís"	"Principat"	"Pla de l'Estany"	"Esponellà"	"node"	"13001244220"	"Veïnat de Martís"	"Q67148416"		"hamlet"			"1706560007599"	"17065000799"
"Vilert"	"Principat"	"Pla de l'Estany"	"Esponellà"	"node"	"570046576"	"Vilert"	"Q11954804"		"hamlet"			"1706560009401"	"17065000901"
"Figueroles"	"Principat"	"Pla de l'Estany"	"Fontcoberta"	"node"	"10931124899"	"Figueroles"	"Q67148522"		"hamlet"			"1707150002299"	"17071000299"
"La Farrès"	"Principat"	"Pla de l'Estany"	"Fontcoberta"	"node"	"10931051576"	"La Farrès"	"Q124790574"		"hamlet"			"1707150001701"	"17071000101"
"Melianta"	"Principat"	"Pla de l'Estany"	"Fontcoberta"	"node"	"3663596291"	"Melianta"	"Q9368520"	"ca:Melianta"	"village"			"1707150007501"	"17071000701"
"Vilavenut"	"Principat"	"Pla de l'Estany"	"Fontcoberta"	"node"	"1473195865"	"Vilavenut"	"Q116785683"		"hamlet"			"1707150006901"	"17071000601"
"Can Vinardell"	"Principat"	"Pla de l'Estany"	"Palol de Revardit"	"node"	"12969049589"	"Can Vinardell"	"Q67150479"		"hamlet"			"1712360002201"	"17123000201"
"Riudellots de la Creu"	"Principat"	"Pla de l'Estany"	"Palol de Revardit"	"node"	"3663525749"	"Riudellots de la Creu"	"Q67150485"		"hamlet"			"1712360003899"	"17123000399"
"Sant Martí de la Mota"	"Principat"	"Pla de l'Estany"	"Palol de Revardit"	"node"	"4193817001"	"Sant Martí de la Mota"	"Q67150481"	"es:Sant Martí de la Mota"	"hamlet"			"1712360001799"	"17123000199"
"Cal Germà"	"Principat"	"Pla de l'Estany"	"Porqueres"	"node"	"12998802258"	"Cal Germà"	"Q67150546"		"neighbourhood"			"1713710003801"	"17137000301"
"Caselles Davall"	"Principat"	"Pla de l'Estany"	"Porqueres"	"node"	"12998802260"	"Caselles Davall"	"Q67150543"		"neighbourhood"			"1713710003802"	"17137000302"
"el Prat Roig"	"Principat"	"Pla de l'Estany"	"Porqueres"	"node"	"2440492399"	"el Prat Roig"	"Q67150545"		"neighbourhood"			"1713710002204"	"17137000204"
"la Perpinyana"	"Principat"	"Pla de l'Estany"	"Porqueres"	"node"	"12998802254"	"la Perpinyana"	"Q127509581"		"neighbourhood"			"1713710002202"	"17137000202"
"les Pedreres"	"Principat"	"Pla de l'Estany"	"Porqueres"	"node"	"12998802252"	"les Pedreres"	"Q123770699"		"neighbourhood"			"1713710006901"	"17137000601"
"Miànigues"	"Principat"	"Pla de l'Estany"	"Porqueres"	"node"	"2440492384"	"Miànigues"	"Q67150545"		"hamlet"			"1713710002201"	"17137000201"
"Porqueres"	"Principat"	"Pla de l'Estany"	"Porqueres"	"node"	"3302537661"	"Porqueres"	"Q19366712"		"hamlet"			"1713710003800"	"17137000300"
"Pratdalles"	"Principat"	"Pla de l'Estany"	"Porqueres"	"node"	"12998802255"	"Pratdalles"	"Q127509582"		"neighbourhood"			"1713710002203"	"17137000203"
"Puigsurís"	"Principat"	"Pla de l'Estany"	"Porqueres"	"node"	"2441499428"	"Puigsurís"	"Q67150547"		"neighbourhood"			"1713710004301"	"17137000401"
"Pujada de Miànigues"	"Principat"	"Pla de l'Estany"	"Porqueres"	"node"	"12998802257"	"Pujada de Miànigues"	"Q127509585"		"neighbourhood"			"1713710002205"	"17137000205"
"Pujarnol"	"Principat"	"Pla de l'Estany"	"Porqueres"	"node"	"2441576591"	"Pujarnol"	"Q67150547"		"hamlet"			"1713710004399"	"17137000499"
"Silet"	"Principat"	"Pla de l'Estany"	"Porqueres"	"node"	"12966842409"	"Silet"	"Q127509580"		"hamlet"			"1713710001702"	"17137000102"
"Usall"	"Principat"	"Pla de l'Estany"	"Porqueres"	"node"	"3663596292"	"Usall"	"Q67150542"		"hamlet"			"1713710005699"	"17137000599"
"Briolf"	"Principat"	"Pla de l'Estany"	"Sant Miquel de Campmajor"	"node"	"3902655790"	"Briolf"	"Q67150443"		"neighbourhood"			"1717400001799"	"17174000199"
"Falgons"	"Principat"	"Pla de l'Estany"	"Sant Miquel de Campmajor"	"node"	"3902713288"	"Falgons"	"Q17603482"		"hamlet"			"1717400002299"	"17174000299"
