"name:ca"	"regio"	"comarca"	"osm_id"	"osm_type"	"name"	"wikipedia"	"wikidata"	"border_type"	"admin_level"	"ref:idescat"	"ref:ine"	"ref:INSEE"
"Cabrils"	"Principat"	"Maresme"	"348824"	"relation"	"Cabrils"	"ca:Cabrils"	"Q12083"	"municipi"	"8"	"080305"	"08030000000"	
"Caldes d'Estrac"	"Principat"	"Maresme"	"348826"	"relation"	"Caldes d'Estrac"	"ca:Caldes d'Estrac"	"Q12102"	"municipi"	"8"	"080327"	"08032000000"	
"Calella"	"Principat"	"Maresme"	"348412"	"relation"	"Calella"	"ca:Calella"	"Q12540"	"municipi"	"8"	"080351"	"08035000000"	
"Canet de Mar"	"Principat"	"Maresme"	"344061"	"relation"	"Canet de Mar"	"ca:Canet de Mar"	"Q12114"	"municipi"	"8"	"080403"	"08040000000"	
"Dosrius"	"Principat"	"Maresme"	"339970"	"relation"	"Dosrius"	"ca:Dosrius"	"Q11968"	"municipi"	"8"	"080752"	"08075000000"	
"el Masnou"	"Principat"	"Maresme"	"340689"	"relation"	"el Masnou"	"ca:El Masnou"	"Q12039"	"municipi"	"8"	"081189"	"08118000000"	
"Malgrat de Mar"	"Principat"	"Maresme"	"346734"	"relation"	"Malgrat de Mar"	"ca:Malgrat de Mar"	"Q12590"	"municipi"	"8"	"081108"	"08110000000"	
"Mataró"	"Principat"	"Maresme"	"345587"	"relation"	"Mataró"	"ca:Mataró"	"Q11492"	"municipi"	"8"	"081213"	"08121000000"	
"Montgat"	"Principat"	"Maresme"	"345526"	"relation"	"Montgat"	"ca:Montgat"	"Q12022"	"municipi"	"8"	"081265"	"08126000000"	
"Òrrius"	"Principat"	"Maresme"	"341417"	"relation"	"Òrrius"	"ca:Òrrius"	"Q12080"	"municipi"	"8"	"081537"	"08153000000"	
"Palafolls"	"Principat"	"Maresme"	"341791"	"relation"	"Palafolls"	"ca:Palafolls"	"Q12595"	"municipi"	"8"	"081555"	"08155000000"	
"Pineda de Mar"	"Principat"	"Maresme"	"345696"	"relation"	"Pineda de Mar"	"ca:Pineda de Mar"	"Q12552"	"municipi"	"8"	"081635"	"08163000000"	
"Premià de Dalt"	"Principat"	"Maresme"	"341323"	"relation"	"Premià de Dalt"	"ca:Premià de Dalt"	"Q12049"	"municipi"	"8"	"082303"	"08230000000"	
"Premià de Mar"	"Principat"	"Maresme"	"341049"	"relation"	"Premià de Mar"	"ca:Premià de Mar"	"Q12046"	"municipi"	"8"	"081727"	"08172000000"	
"Sant Andreu de Llavaneres"	"Principat"	"Maresme"	"348947"	"relation"	"Sant Andreu de Llavaneres"	"ca:Sant Andreu de Llavaneres"	"Q12093"	"municipi"	"8"	"081976"	"08197000000"	
"Sant Cebrià de Vallalta"	"Principat"	"Maresme"	"342447"	"relation"	"Sant Cebrià de Vallalta"	"ca:Sant Cebrià de Vallalta"	"Q12520"	"municipi"	"8"	"082037"	"08203000000"	
"Sant Iscle de Vallalta"	"Principat"	"Maresme"	"348943"	"relation"	"Sant Iscle de Vallalta"	"ca:Sant Iscle de Vallalta"	"Q12122"	"municipi"	"8"	"081939"	"08193000000"	
"Sant Pol de Mar"	"Principat"	"Maresme"	"341355"	"relation"	"Sant Pol de Mar"	"ca:Sant Pol de Mar"	"Q12534"	"municipi"	"8"	"082359"	"08235000000"	
"Sant Vicenç de Montalt"	"Principat"	"Maresme"	"346440"	"relation"	"Sant Vicenç de Montalt"	"ca:Sant Vicenç de Montalt"	"Q12095"	"municipi"	"8"	"082649"	"08264000000"	
"Santa Susanna"	"Principat"	"Maresme"	"346443"	"relation"	"Santa Susanna"	"ca:Santa Susanna"	"Q12587"	"municipi"	"8"	"082613"	"08261000000"	
"Teià"	"Principat"	"Maresme"	"343672"	"relation"	"Teià"	"ca:Teià"	"Q12028"	"municipi"	"8"	"082819"	"08281000000"	
"Tiana"	"Principat"	"Maresme"	"343671"	"relation"	"Tiana"	"ca:Tiana"	"Q12026"	"municipi"	"8"	"082824"	"08282000000"	
"Tordera"	"Principat"	"Maresme"	"343669"	"relation"	"Tordera"	"ca:Tordera"	"Q12596"	"municipi"	"8"	"082845"	"08284000000"	
"Vilassar de Dalt"	"Principat"	"Maresme"	"343445"	"relation"	"Vilassar de Dalt"	"ca:Vilassar de Dalt"	"Q12075"	"municipi"	"8"	"082140"	"08214000000"	
"Vilassar de Mar"	"Principat"	"Maresme"	"343236"	"relation"	"Vilassar de Mar"	"ca:Vilassar de Mar"	"Q12071"	"municipi"	"8"	"082191"	"08219000000"	
"Calders"	"Principat"	"Moianès"	"348409"	"relation"	"Calders"	"ca:Calders"	"Q16680"	"municipi"	"8"	"080348"	"08034000000"	
"Castellcir"	"Principat"	"Moianès"	"339620"	"relation"	"Castellcir"	"ca:Castellcir"	"Q15407"	"municipi"	"8"	"080556"	"08055000000"	
"Castellterçol"	"Principat"	"Moianès"	"344377"	"relation"	"Castellterçol"	"ca:Castellterçol"	"Q15408"	"municipi"	"8"	"080641"	"08064000000"	
"Collsuspina"	"Principat"	"Moianès"	"339965"	"relation"	"Collsuspina"	"ca:Collsuspina"	"Q13779"	"municipi"	"8"	"080706"	"08070000000"	
"Granera"	"Principat"	"Moianès"	"346611"	"relation"	"Granera"	"ca:Granera"	"Q15418"	"municipi"	"8"	"080958"	"08095000000"	
"l'Estany"	"Principat"	"Moianès"	"339964"	"relation"	"l'Estany"	"ca:L'Estany"	"Q16694"	"municipi"	"8"	"080790"	"08079000000"	
"Moià"	"Principat"	"Moianès"	"340374"	"relation"	"Moià"	"ca:Moià"	"Q16702"	"municipi"	"8"	"081385"	"08138000000"	
"Monistrol de Calders"	"Principat"	"Moianès"	"345806"	"relation"	"Monistrol de Calders"	"ca:Monistrol de Calders"	"Q16703"	"municipi"	"8"	"081287"	"08128000000"	
"Sant Quirze Safaja"	"Principat"	"Moianès"	"341497"	"relation"	"Sant Quirze Safaja"	"ca:Sant Quirze Safaja"	"Q15452"	"municipi"	"8"	"082397"	"08239000000"	
"Santa Maria d'Oló"	"Principat"	"Moianès"	"339509"	"relation"	"Santa Maria d'Oló"	"ca:Santa Maria d'Oló"	"Q16735"	"municipi"	"8"	"082589"	"08258000000"	
"Alcanar"	"Principat"	"Montsià"	"342691"	"relation"	"Alcanar"	"ca:Alcanar"	"Q987434"	"municipi"	"8"	"430043"	"43004000000"	
"Amposta"	"Principat"	"Montsià"	"346858"	"relation"	"Amposta"	"ca:Amposta"	"Q477311"	"municipi"	"8"	"430141"	"43014000000"	
"Freginals"	"Principat"	"Montsià"	"341699"	"relation"	"Freginals"	"ca:Freginals"	"Q1247246"	"municipi"	"8"	"430629"	"43062000000"	
"Godall"	"Principat"	"Montsià"	"341709"	"relation"	"Godall"	"ca:Godall"	"Q1247218"	"municipi"	"8"	"430688"	"43068000000"	
"la Galera"	"Principat"	"Montsià"	"341700"	"relation"	"la Galera"	"ca:La Galera"	"Q531755"	"municipi"	"8"	"430635"	"43063000000"	
"la Ràpita"	"Principat"	"Montsià"	"345495"	"relation"	"la Ràpita"	"ca:La Ràpita (Montsià)"	"Q767011"	"municipi"	"8"	"431362"	"43136000000"	
"la Sénia"	"Principat"	"Montsià"	"341999"	"relation"	"la Sénia"	"ca:La Sénia"	"Q704847"	"municipi"	"8"	"430445"	"43044000000"	
"Mas de Barberans"	"Principat"	"Montsià"	"345941"	"relation"	"Mas de Barberans"	"ca:Mas de Barberans"	"Q659333"	"municipi"	"8"	"430770"	"43077000000"	
"Masdenverge"	"Principat"	"Montsià"	"345952"	"relation"	"Masdenverge"	"ca:Masdenverge"	"Q766912"	"municipi"	"8"	"430786"	"43078000000"	
"Sant Jaume d'Enveja"	"Principat"	"Montsià"	"343187"	"relation"	"Sant Jaume d'Enveja"	"ca:Sant Jaume d'Enveja"	"Q1010257"	"municipi"	"8"	"439023"	"43902000000"	
"Santa Bàrbara"	"Principat"	"Montsià"	"345497"	"relation"	"Santa Bàrbara"	"ca:Santa Bàrbara"	"Q1230148"	"municipi"	"8"	"431384"	"43138000000"	
"Ulldecona"	"Principat"	"Montsià"	"344610"	"relation"	"Ulldecona"	"ca:Ulldecona"	"Q995682"	"municipi"	"8"	"431567"	"43156000000"	
"Àger"	"Principat"	"Noguera"	"348146"	"relation"	"Àger"	"ca:Àger"	"Q372127"	"municipi"	"8"	"250024"	"25002000000"	
"Albesa"	"Principat"	"Noguera"	"348148"	"relation"	"Albesa"	"ca:Albesa"	"Q1770869"	"municipi"	"8"	"250083"	"25008000000"	
"Algerri"	"Principat"	"Noguera"	"343636"	"relation"	"Algerri"	"ca:Algerri"	"Q1770837"	"municipi"	"8"	"250156"	"25015000000"	
"Alòs de Balaguer"	"Principat"	"Noguera"	"347864"	"relation"	"Alòs de Balaguer"	"ca:Alòs de Balaguer"	"Q664499"	"municipi"	"8"	"250220"	"25022000000"	
"Artesa de Segre"	"Principat"	"Noguera"	"343318"	"relation"	"Artesa de Segre"	"ca:Artesa de Segre"	"Q969200"	"municipi"	"8"	"250349"	"25034000000"	
"Balaguer"	"Principat"	"Noguera"	"339817"	"relation"	"Balaguer"	"ca:Balaguer"	"Q696797"	"municipi"	"8"	"250404"	"25040000000"	
"Bellcaire d'Urgell"	"Principat"	"Noguera"	"339824"	"relation"	"Bellcaire d'Urgell"	"ca:Bellcaire d'Urgell"	"Q1900130"	"municipi"	"8"	"250479"	"25047000000"	
"Bellmunt d'Urgell"	"Principat"	"Noguera"	"339816"	"relation"	"Bellmunt d'Urgell"	"ca:Bellmunt d'Urgell"	"Q1901711"	"municipi"	"8"	"250498"	"25049000000"	
"Cabanabona"	"Principat"	"Noguera"	"339498"	"relation"	"Cabanabona"	"ca:Cabanabona"	"Q1770856"	"municipi"	"8"	"250609"	"25060000000"	
"Camarasa"	"Principat"	"Noguera"	"339495"	"relation"	"Camarasa"	"ca:Camarasa"	"Q1995286"	"municipi"	"8"	"250621"	"25062000000"	
"Castelló de Farfanya"	"Principat"	"Noguera"	"339503"	"relation"	"Castelló de Farfanya"	"ca:Castelló de Farfanya"	"Q1770851"	"municipi"	"8"	"250693"	"25069000000"	
"Cubells"	"Principat"	"Noguera"	"343961"	"relation"	"Cubells"	"ca:Cubells"	"Q1769656"	"municipi"	"8"	"250791"	"25079000000"	
"Foradada"	"Principat"	"Noguera"	"342362"	"relation"	"Foradada"	"ca:Foradada"	"Q1769624"	"municipi"	"8"	"250946"	"25094000000"	
"Ivars de Noguera"	"Principat"	"Noguera"	"341808"	"relation"	"Ivars de Noguera"	"ca:Ivars de Noguera"	"Q1646756"	"municipi"	"8"	"251121"	"25112000000"	
"la Baronia de Rialb"	"Principat"	"Noguera"	"339819"	"relation"	"la Baronia de Rialb"	"ca:La Baronia de Rialb"	"Q492548"	"municipi"	"8"	"250426"	"25042000000"	
"la Sentiu de Sió"	"Principat"	"Noguera"	"343317"	"relation"	"la Sentiu de Sió"	"ca:La Sentiu de Sió"	"Q1769666"	"municipi"	"8"	"250352"	"25035000000"	
"les Avellanes i Santa Linya"	"Principat"	"Noguera"	"343319"	"relation"	"les Avellanes i Santa Linya"	"ca:Les Avellanes i Santa Linya"	"Q1648087"	"municipi"	"8"	"250371"	"25037000000"	
"Menàrguens"	"Principat"	"Noguera"	"342133"	"relation"	"Menàrguens"	"ca:Menàrguens"	"Q1769588"	"municipi"	"8"	"251348"	"25134000000"	
"Montgai"	"Principat"	"Noguera"	"342142"	"relation"	"Montgai"	"ca:Montgai"	"Q1769567"	"municipi"	"8"	"251386"	"25138000000"	
"Oliola"	"Principat"	"Noguera"	"342493"	"relation"	"Oliola"	"ca:Oliola"	"Q1769572"	"municipi"	"8"	"251500"	"25150000000"	
"Os de Balaguer"	"Principat"	"Noguera"	"342495"	"relation"	"Os de Balaguer"	"ca:Os de Balaguer"	"Q1646906"	"municipi"	"8"	"251569"	"25156000000"	
"Penelles"	"Principat"	"Noguera"	"346987"	"relation"	"Penelles"	"ca:Penelles"	"Q1769551"	"municipi"	"8"	"251641"	"25164000000"	
"Ponts"	"Principat"	"Noguera"	"342834"	"relation"	"Ponts"	"ca:Ponts"	"Q742473"	"municipi"	"8"	"251728"	"25172000000"	
"Preixens"	"Principat"	"Noguera"	"342839"	"relation"	"Preixens"	"ca:Preixens"	"Q1766616"	"municipi"	"8"	"251771"	"25177000000"	
"Térmens"	"Principat"	"Noguera"	"347640"	"relation"	"Térmens"	"ca:Térmens"	"Q1766633"	"municipi"	"8"	"252206"	"25220000000"	
"Tiurana"	"Principat"	"Noguera"	"347642"	"relation"	"Tiurana"	"ca:Tiurana"	"Q1766639"	"municipi"	"8"	"252228"	"25222000000"	
"Torrelameu"	"Principat"	"Noguera"	"343012"	"relation"	"Torrelameu"	"ca:Torrelameu"	"Q1765384"	"municipi"	"8"	"252311"	"25231000000"	
"Vallfogona de Balaguer"	"Principat"	"Noguera"	"347882"	"relation"	"Vallfogona de Balaguer"	"ca:Vallfogona de Balaguer"	"Q955140"	"municipi"	"8"	"252402"	"25240000000"	
"Vilanova de l'Aguda"	"Principat"	"Noguera"	"347879"	"relation"	"Vilanova de l'Aguda"	"ca:Vilanova de l'Aguda"	"Q1903557"	"municipi"	"8"	"252496"	"25249000000"	
"Vilanova de Meià"	"Principat"	"Noguera"	"343348"	"relation"	"Vilanova de Meià"	"ca:Vilanova de Meià"	"Q1766727"	"municipi"	"8"	"252509"	"25250000000"	
"Balenyà"	"Principat"	"Osona"	"347952"	"relation"	"Balenyà"	"ca:Balenyà"	"Q13776"	"municipi"	"8"	"080174"	"08017000000"	
"Calldetenes"	"Principat"	"Osona"	"348823"	"relation"	"Calldetenes"	"ca:Calldetenes"	"Q13774"	"municipi"	"8"	"080370"	"08037000000"	
"Centelles"	"Principat"	"Osona"	"344374"	"relation"	"Centelles"	"ca:Centelles"	"Q13773"	"municipi"	"8"	"080673"	"08067000000"	
"el Brull"	"Principat"	"Osona"	"343717"	"relation"	"el Brull"	"ca:El Brull"	"Q13775"	"municipi"	"8"	"080266"	"08026000000"	
"Espinelves"	"Principat"	"Osona"	"347764"	"relation"	"Espinelves"	"ca:Espinelves"	"Q13780"	"municipi"	"8"	"170638"	"17063000000"	
"Folgueroles"	"Principat"	"Osona"	"342070"	"relation"	"Folgueroles"	"ca:Folgueroles"	"Q13782"	"municipi"	"8"	"080832"	"08083000000"	
"Gurb"	"Principat"	"Osona"	"345400"	"relation"	"Gurb"	"ca:Gurb"	"Q13783"	"municipi"	"8"	"081000"	"08100000000"	
"l'Esquirol"	"Principat"	"Osona"	"339488"	"relation"	"l'Esquirol"	"ca:L'Esquirol"	"Q13837"	"municipi"	"8"	"082541"	"08254000000"	
"les Masies de Roda"	"Principat"	"Osona"	"340697"	"relation"	"les Masies de Roda"	"ca:Les Masies de Roda"	"Q13803"	"municipi"	"8"	"081167"	"08116000000"	
"les Masies de Voltregà"	"Principat"	"Osona"	"340696"	"relation"	"les Masies de Voltregà"	"ca:Les Masies de Voltregà"	"Q13801"	"municipi"	"8"	"081173"	"08117000000"	
"Malla"	"Principat"	"Osona"	"340694"	"relation"	"Malla"	"ca:Malla"	"Q13805"	"municipi"	"8"	"081115"	"08111000000"	
"Manlleu"	"Principat"	"Osona"	"340920"	"relation"	"Manlleu"	"ca:Manlleu"	"Q13804"	"municipi"	"8"	"081120"	"08112000000"	
"Montesquiu"	"Principat"	"Osona"	"340379"	"relation"	"Montesquiu"	"ca:Montesquiu"	"Q13800"	"municipi"	"8"	"081311"	"08131000000"	
"Muntanyola"	"Principat"	"Osona"	"345807"	"relation"	"Muntanyola"	"ca:Muntanyola"	"Q13799"	"municipi"	"8"	"081290"	"08129000000"	
"Orís"	"Principat"	"Osona"	"341803"	"relation"	"Orís"	"ca:Orís"	"Q13797"	"municipi"	"8"	"081509"	"08150000000"	
"Roda de Ter"	"Principat"	"Osona"	"344206"	"relation"	"Roda de Ter"	"ca:Roda de Ter"	"Q13815"	"municipi"	"8"	"081831"	"08183000000"	
"Rupit i Pruit"	"Principat"	"Osona"	"342961"	"relation"	"Rupit i Pruit"	"ca:Rupit i Pruit"	"Q13816"	"municipi"	"8"	"089019"	"08901000000"	
"Sant Agustí de Lluçanès"	"Principat"	"Osona"	"348949"	"relation"	"Sant Agustí de Lluçanès"	"ca:Sant Agustí de Lluçanès"	"Q13817"	"municipi"	"8"	"081957"	"08195000000"	
"Sant Bartomeu del Grau"	"Principat"	"Osona"	"348951"	"relation"	"Sant Bartomeu del Grau"	"ca:Sant Bartomeu del Grau"	"Q13818"	"municipi"	"8"	"081995"	"08199000000"	
"Sant Boi de Lluçanès"	"Principat"	"Osona"	"347544"	"relation"	"Sant Boi de Lluçanès"	"ca:Sant Boi de Lluçanès"	"Q13819"	"municipi"	"8"	"082016"	"08201000000"	
"Sant Hipòlit de Voltregà"	"Principat"	"Osona"	"343447"	"relation"	"Sant Hipòlit de Voltregà"	"ca:Sant Hipòlit de Voltregà"	"Q13820"	"municipi"	"8"	"082153"	"08215000000"	
"Sant Julià de Vilatorta"	"Principat"	"Osona"	"340438"	"relation"	"Sant Julià de Vilatorta"	"ca:Sant Julià de Vilatorta"	"Q13821"	"municipi"	"8"	"082205"	"08220000000"	
"Sant Martí de Centelles"	"Principat"	"Osona"	"345937"	"relation"	"Sant Martí de Centelles"	"ca:Sant Martí de Centelles"	"Q13823"	"municipi"	"8"	"082248"	"08224000000"	
"Sant Pere de Torelló"	"Principat"	"Osona"	"342903"	"relation"	"Sant Pere de Torelló"	"ca:Sant Pere de Torelló"	"Q13828"	"municipi"	"8"	"082331"	"08233000000"	
"Sant Quirze de Besora"	"Principat"	"Osona"	"341484"	"relation"	"Sant Quirze de Besora"	"ca:Sant Quirze de Besora"	"Q13830"	"municipi"	"8"	"082378"	"08237000000"	
"Sant Sadurní d'Osormort"	"Principat"	"Osona"	"345430"	"relation"	"Sant Sadurní d'Osormort"	"ca:Sant Sadurní d'Osormort"	"Q13831"	"municipi"	"8"	"082418"	"08241000000"	
"Sant Vicenç de Torelló"	"Principat"	"Osona"	"346439"	"relation"	"Sant Vicenç de Torelló"	"ca:Sant Vicenç de Torelló"	"Q13833"	"municipi"	"8"	"082652"	"08265000000"	
"Santa Cecília de Voltregà"	"Principat"	"Osona"	"347469"	"relation"	"Santa Cecília de Voltregà"	"ca:Santa Cecília de Voltregà"	"Q13832"	"municipi"	"8"	"082439"	"08243000000"	
"Santa Eugènia de Berga"	"Principat"	"Osona"	"347479"	"relation"	"Santa Eugènia de Berga"	"ca:Santa Eugènia de Berga"	"Q13834"	"municipi"	"8"	"082460"	"08246000000"	
"Santa Eulàlia de Riuprimer"	"Principat"	"Osona"	"347478"	"relation"	"Santa Eulàlia de Riuprimer"	"ca:Santa Eulàlia de Riuprimer"	"Q13836"	"municipi"	"8"	"082476"	"08247000000"	
"Santa Maria de Besora"	"Principat"	"Osona"	"341733"	"relation"	"Santa Maria de Besora"	"ca:Santa Maria de Besora"	"Q13835"	"municipi"	"8"	"082536"	"08253000000"	
"Seva"	"Principat"	"Osona"	"346437"	"relation"	"Seva"	"ca:Seva"	"Q13839"	"municipi"	"8"	"082690"	"08269000000"	
"Sora"	"Principat"	"Osona"	"342215"	"relation"	"Sora"	"ca:Sora"	"Q13849"	"municipi"	"8"	"082726"	"08272000000"	
"Taradell"	"Principat"	"Osona"	"346321"	"relation"	"Taradell"	"ca:Taradell"	"Q13850"	"municipi"	"8"	"082785"	"08278000000"	
"Tavèrnoles"	"Principat"	"Osona"	"342214"	"relation"	"Tavèrnoles"	"ca:Tavèrnoles"	"Q13851"	"municipi"	"8"	"082750"	"08275000000"	
"Tavertet"	"Principat"	"Osona"	"346046"	"relation"	"Tavertet"	"ca:Tavertet"	"Q13852"	"municipi"	"8"	"082802"	"08280000000"	
"Tona"	"Principat"	"Osona"	"343670"	"relation"	"Tona"	"ca:Tona (Osona)"	"Q13853"	"municipi"	"8"	"082830"	"08283000000"	
"Torelló"	"Principat"	"Osona"	"343668"	"relation"	"Torelló"	"ca:Torelló"	"Q13854"	"municipi"	"8"	"082858"	"08285000000"	
"Vic"	"Principat"	"Osona"	"341903"	"relation"	"Vic"	"ca:Vic"	"Q13855"	"municipi"	"8"	"082981"	"08298000000"	
"Vidrà"	"Principat"	"Osona"	"347895"	"relation"	"Vidrà"	"ca:Vidrà"	"Q13856"	"municipi"	"8"	"172121"	"17212000000"	
"Viladrau"	"Principat"	"Osona"	"342991"	"relation"	"Viladrau"	"ca:Viladrau"	"Q13858"	"municipi"	"8"	"172207"	"17220000000"	
"Vilanova de Sau"	"Principat"	"Osona"	"344520"	"relation"	"Vilanova de Sau"	"ca:Vilanova de Sau"	"Q13859"	"municipi"	"8"	"083036"	"08303000000"	
"Abella de la Conca"	"Principat"	"Pallars Jussà"	"348145"	"relation"	"Abella de la Conca"	"ca:Abella de la Conca"	"Q18257"	"municipi"	"8"	"250019"	"25001000000"	
"Castell de Mur"	"Principat"	"Pallars Jussà"	"341309"	"relation"	"Castell de Mur"	"ca:Castell de Mur"	"Q18258"	"municipi"	"8"	"259046"	"25904000000"	
"Conca de Dalt"	"Principat"	"Pallars Jussà"	"346989"	"relation"	"Conca de Dalt"	"ca:Conca de Dalt"	"Q18259"	"municipi"	"8"	"251615"	"25161000000"	
"Gavet de la Conca"	"Principat"	"Pallars Jussà"	"342364"	"relation"	"Gavet de la Conca"	"ca:Gavet de la Conca"	"Q18260"	"municipi"	"8"	"250984"	"25098000000"	
"Isona i Conca Dellà"	"Principat"	"Pallars Jussà"	"341807"	"relation"	"Isona i Conca Dellà"	"ca:Isona i Conca Dellà"	"Q18261"	"municipi"	"8"	"251155"	"25115000000"	
"la Pobla de Segur"	"Principat"	"Pallars Jussà"	"342833"	"relation"	"la Pobla de Segur"	"ca:La Pobla de Segur"	"Q17172"	"municipi"	"8"	"251713"	"25171000000"	
"la Torre de Cabdella"	"Principat"	"Pallars Jussà"	"347639"	"relation"	"la Torre de Cabdella"	"ca:La Torre de Cabdella"	"Q18271"	"municipi"	"8"	"252271"	"25227000000"	
"Llimiana"	"Principat"	"Pallars Jussà"	"346334"	"relation"	"Llimiana"	"ca:Llimiana"	"Q18264"	"municipi"	"8"	"251288"	"25128000000"	
"Salàs de Pallars"	"Principat"	"Pallars Jussà"	"340561"	"relation"	"Salàs de Pallars"	"ca:Salàs de Pallars"	"Q18266"	"municipi"	"8"	"251902"	"25190000000"	
"Sant Esteve de la Sarga"	"Principat"	"Pallars Jussà"	"340549"	"relation"	"Sant Esteve de la Sarga"	"ca:Sant Esteve de la Sarga"	"Q18267"	"municipi"	"8"	"251961"	"25196000000"	
"Sarroca de Bellera"	"Principat"	"Pallars Jussà"	"347355"	"relation"	"Sarroca de Bellera"	"ca:Sarroca de Bellera"	"Q18268"	"municipi"	"8"	"252017"	"25201000000"	
"Senterada"	"Principat"	"Pallars Jussà"	"347352"	"relation"	"Senterada"	"ca:Senterada"	"Q18269"	"municipi"	"8"	"252022"	"25202000000"	
"Talarn"	"Principat"	"Pallars Jussà"	"342726"	"relation"	"Talarn"	"ca:Talarn"	"Q18270"	"municipi"	"8"	"252154"	"25215000000"	
"Tremp"	"Principat"	"Pallars Jussà"	"343014"	"relation"	"Tremp"	"ca:Tremp"	"Q18272"	"municipi"	"8"	"252347"	"25234000000"	
"Alins"	"Principat"	"Pallars Sobirà"	"343634"	"relation"	"Alins"	"ca:Alins"	"Q12672"	"municipi"	"8"	"250175"	"25017000000"	
"Alt Àneu"	"Principat"	"Pallars Sobirà"	"347862"	"relation"	"Alt Àneu"	"ca:Alt Àneu"	"Q12655"	"municipi"	"8"	"250241"	"25024000000"	
"Baix Pallars"	"Principat"	"Pallars Sobirà"	"343315"	"relation"	"Baix Pallars"	"ca:Baix Pallars"	"Q12693"	"municipi"	"8"	"250390"	"25039000000"	
"Espot"	"Principat"	"Pallars Sobirà"	"346871"	"relation"	"Espot"	"ca:Espot"	"Q12659"	"municipi"	"8"	"250827"	"25082000000"	
"Esterri d'Àneu"	"Principat"	"Pallars Sobirà"	"346868"	"relation"	"Esterri d'Àneu"	"ca:Esterri d'Àneu"	"Q12662"	"municipi"	"8"	"250864"	"25086000000"	
"Esterri de Cardós"	"Principat"	"Pallars Sobirà"	"346869"	"relation"	"Esterri de Cardós"	"ca:Esterri de Cardós"	"Q12669"	"municipi"	"8"	"250870"	"25087000000"	
"Farrera"	"Principat"	"Pallars Sobirà"	"346866"	"relation"	"Farrera"	"ca:Farrera"	"Q12676"	"municipi"	"8"	"250899"	"25089000000"	
"la Guingueta d'Àneu"	"Principat"	"Pallars Sobirà"	"341315"	"relation"	"la Guingueta d'Àneu"	"ca:La Guingueta d'Àneu"	"Q12664"	"municipi"	"8"	"259031"	"25903000000"	
"Lladorre"	"Principat"	"Pallars Sobirà"	"346336"	"relation"	"Lladorre"	"ca:Lladorre"	"Q12668"	"municipi"	"8"	"251235"	"25123000000"	
"Llavorsí"	"Principat"	"Pallars Sobirà"	"346347"	"relation"	"Llavorsí"	"ca:Llavorsí"	"Q12682"	"municipi"	"8"	"251266"	"25126000000"	
"Rialb"	"Principat"	"Pallars Sobirà"	"344946"	"relation"	"Rialp"	"ca:Rialb"	"Q12686"	"municipi"	"8"	"251832"	"25183000000"	
"Soriguera"	"Principat"	"Pallars Sobirà"	"347356"	"relation"	"Soriguera"	"ca:Soriguera"	"Q12687"	"municipi"	"8"	"252081"	"25208000000"	
"Sort"	"Principat"	"Pallars Sobirà"	"347357"	"relation"	"Sort"	"ca:Sort"	"Q12690"	"municipi"	"8"	"252094"	"25209000000"	
"Tírvia"	"Principat"	"Pallars Sobirà"	"347641"	"relation"	"Tírvia"	"ca:Tírvia"	"Q12678"	"municipi"	"8"	"252213"	"25221000000"	
"Vall de Cardós"	"Principat"	"Pallars Sobirà"	"341314"	"relation"	"Vall de Cardós"	"ca:Vall de Cardós"	"Q12666"	"municipi"	"8"	"259010"	"25901000000"	
"Barbens"	"Principat"	"Pla d'Urgell"	"339818"	"relation"	"Barbens"	"ca:Barbens"	"Q604286"	"municipi"	"8"	"250411"	"25041000000"	
"Bell-lloc d'Urgell"	"Principat"	"Pla d'Urgell"	"339815"	"relation"	"Bell-lloc d'Urgell"	"ca:Bell-lloc d'Urgell"	"Q1902343"	"municipi"	"8"	"250485"	"25048000000"	
"Bellvís"	"Principat"	"Pla d'Urgell"	"344260"	"relation"	"Bellvís"	"ca:Bellvís"	"Q1772309"	"municipi"	"8"	"250523"	"25052000000"	
"Castellnou de Seana"	"Principat"	"Pla d'Urgell"	"339502"	"relation"	"Castellnou de Seana"	"ca:Castellnou de Seana"	"Q1116148"	"municipi"	"8"	"250680"	"25068000000"	
"el Palau d'Anglesola"	"Principat"	"Pla d'Urgell"	"342499"	"relation"	"el Palau d'Anglesola"	"ca:El Palau d'Anglesola"	"Q1769556"	"municipi"	"8"	"251581"	"25158000000"	
"el Poal"	"Principat"	"Pla d'Urgell"	"346982"	"relation"	"el Poal"	"ca:El Poal"	"Q1905512"	"municipi"	"8"	"251689"	"25168000000"	
"Fondarella"	"Principat"	"Pla d'Urgell"	"342358"	"relation"	"Fondarella"	"ca:Fondarella"	"Q1900676"	"municipi"	"8"	"250931"	"25093000000"	
"Golmés"	"Principat"	"Pla d'Urgell"	"342363"	"relation"	"Golmés"	"ca:Golmés"	"Q631603"	"municipi"	"8"	"250997"	"25099000000"	
"Ivars d'Urgell"	"Principat"	"Pla d'Urgell"	"341809"	"relation"	"Ivars d'Urgell"	"ca:Ivars d'Urgell"	"Q1900776"	"municipi"	"8"	"251137"	"25113000000"	
"Linyola"	"Principat"	"Pla d'Urgell"	"346337"	"relation"	"Linyola"	"ca:Linyola"	"Q605232"	"municipi"	"8"	"251229"	"25122000000"	
